classs,accelX,accelY,accelZ,gyroX,gyroY,gyroZ
1,-0.299701,1.104886,9.91825,0.065363,-0.079565,-0.09575299999999999
1,-0.297308,1.103091,9.927821,0.065973,-0.07696900000000001,-0.093921
1,-0.311067,1.108475,9.915258,0.064752,-0.077427,-0.094684
1,-0.295514,1.101297,9.932008999999999,0.06566799999999999,-0.077122,-0.094684
1,-0.30628099999999997,1.104288,9.933205000000001,0.064752,-0.078191,-0.094226
1,-0.315853,1.110868,9.934402,0.06352999999999999,-0.077427,-0.094684
1,-0.190828,0.87697,9.97508,0.060934,-0.068875,-0.079718
1,-0.276969,1.105484,9.946365,0.063225,-0.087354,-0.093921
1,-0.26919299999999996,1.0971090000000001,9.955339,0.061697,-0.090866,-0.09376799999999999
1,-0.35354,0.775275,9.935597,0.048869,-0.033598,-0.023976
1,-1.072583,1.407578,9.820145,0.21991100000000002,0.502895,-0.158825
1,1.2287139999999999,-0.450449,10.22214,-0.130114,-0.745256,-0.256869
1,-0.386441,1.189233,9.944572,0.046731,-0.186619,-0.059864999999999995
1,-0.323031,1.1072790000000001,9.951151,0.090408,0.047952999999999996,-0.10064
1,-0.356531,1.13001,9.958928,0.06521,-0.089797,-0.154091
1,-0.543769,1.172483,9.936196,0.06566799999999999,-0.082009,-0.058338
1,-0.230309,1.09352,9.942777,0.06841699999999999,-0.056047,-0.09239299999999999
1,-0.330808,1.121037,9.942178,0.065363,-0.065515,-0.087354
1,-0.315254,1.109073,9.942178,0.06521,-0.06963899999999999,-0.095448
1,-0.30089699999999997,1.11685,9.933205000000001,0.06566799999999999,-0.06902799999999999,-0.098197
1,-0.323031,1.11685,9.93799,0.065973,-0.059864999999999995,-0.091324
1,-0.31346,1.109073,9.925428,0.068264,-0.05940700000000001,-0.096822
1,-0.23808600000000002,0.9296120000000001,9.952947,0.07131900000000001,0.036499000000000004,-0.080023
1,-0.20817600000000003,1.016351,9.998408999999999,0.064446,-0.059864999999999995,-0.105832
1,-0.36849499999999996,1.113261,9.923634,0.06352999999999999,-0.079718,-0.095448
1,-0.273978,1.089332,9.923634,0.064141,-0.075442,-0.08888099999999999
1,-0.332004,1.109073,9.935,0.07360900000000001,-0.038943,-0.09651699999999999
1,-0.334995,1.122832,9.934402,0.061697,-0.09300399999999999,-0.09651699999999999
1,-0.358923,1.114457,9.945169,0.063225,-0.07910700000000001,-0.09590599999999999
1,-0.34277199999999997,1.120439,9.944572,0.062919,-0.079565,-0.096211
1,-0.343968,1.124627,9.964911,0.063835,-0.079718,-0.094073
1,-0.363709,1.118644,9.93799,0.064446,-0.076664,-0.094684
1,-0.346959,1.114457,9.939186999999999,0.063683,-0.07910700000000001,-0.095295
1,-0.340977,1.113859,9.94158,0.065057,-0.078649,-0.09575299999999999
1,-0.334995,1.112662,9.933205000000001,0.063988,-0.078649,-0.09498999999999999
1,-0.334397,1.113261,9.932607,0.06566799999999999,-0.07299800000000001,-0.096059
1,-0.33021,1.115055,9.917053999999998,0.062766,-0.081551,-0.09514199999999999
1,-0.378066,1.122234,9.927222,0.065973,-0.068875,-0.0956
1,-0.351147,1.106082,9.929018,0.06490399999999999,-0.07498400000000001,-0.095448
1,-0.38524400000000003,1.131805,9.918849,0.06566799999999999,-0.07758,-0.099571
1,-0.454038,1.135394,9.88834,0.065363,-0.05742100000000001,-0.069486
1,-0.345165,1.17009,9.922438,0.086896,-0.009163,-0.104611
1,-0.44566300000000003,1.153939,9.874581,0.048411,-0.158672,-0.110872
1,-0.16031900000000002,1.141975,9.984053,0.065057,-0.046731,-0.09896
1,-0.23569299999999999,1.115055,9.948758999999999,0.063835,-0.10766500000000001,-0.096059
1,-0.293719,1.11027,9.914063,0.062614,-0.077427,-0.093157
1,-0.31764699999999996,1.105484,9.923634,0.06688999999999999,-0.060934,-0.095448
1,-0.295514,1.102493,9.920643,0.06566799999999999,-0.073762,-0.09437899999999999
1,-0.27457600000000004,1.097707,9.889536,0.064141,-0.081856,-0.096211
1,-0.294915,1.109073,9.937392,0.065363,-0.079565,-0.09437899999999999
1,-0.29192399999999996,1.101297,9.916455000000001,0.064141,-0.077885,-0.092546
1,-0.29192399999999996,1.119841,9.931410000000001,0.063988,-0.081703,-0.096211
1,-0.293719,1.115055,9.906884,0.064599,-0.082009,-0.096059
1,-0.28175500000000003,1.1066799999999999,9.911071000000002,0.066432,-0.07192899999999999,-0.095295
1,-0.308076,1.088136,9.920044,0.06352999999999999,-0.068722,-0.086437
1,-0.401994,1.101297,9.993624,0.061087,-0.09789099999999999,-0.09331
1,-0.334397,1.1066799999999999,9.902099,0.066432,-0.06979099999999999,-0.096822
1,-0.29072800000000004,1.109073,9.890733,0.063072,-0.07498400000000001,-0.09453099999999999
1,-0.294915,1.104886,9.938589,0.064294,-0.079565,-0.09651699999999999
1,-0.314656,1.1156540000000001,9.94158,0.062614,-0.07437300000000001,-0.094073
1,-0.308674,1.1066799999999999,9.931410000000001,0.064446,-0.073915,-0.09453099999999999
1,-0.297308,1.1096709999999999,9.915258,0.064752,-0.07345700000000001,-0.09453099999999999
1,-0.302692,1.097707,9.928419,0.064446,-0.076205,-0.092852
1,-0.27158499999999997,1.107877,9.912867,0.063683,-0.082925,-0.094684
1,-0.29671,1.109073,9.918849,0.064294,-0.075289,-0.09376799999999999
1,-0.29192399999999996,1.105484,9.92184,0.063988,-0.080023,-0.09712799999999999
1,-0.300299,1.095913,9.92483,0.065057,-0.07926,-0.09575299999999999
1,-0.29013,1.105484,9.917652,0.063835,-0.077122,-0.094226
1,-0.30747800000000003,1.103689,9.936794,0.065821,-0.075442,-0.096669
1,-0.298505,1.104288,9.929616000000001,0.065057,-0.077274,-0.096059
1,-0.289532,1.098306,9.91825,0.064141,-0.07773300000000001,-0.096669
1,-0.29192399999999996,1.1072790000000001,9.911669,0.064141,-0.079412,-0.096975
1,-0.29072800000000004,1.1096709999999999,9.922438,0.063683,-0.076664,-0.092088
1,-0.288335,1.11027,9.924232,0.064446,-0.077427,-0.09300399999999999
1,-0.314058,1.096511,9.92184,0.064599,-0.076816,-0.09575299999999999
1,-0.300299,1.101297,9.913464999999999,0.063377,-0.078802,-0.094226
1,-0.293719,1.105484,9.929018,0.063988,-0.077885,-0.095295
1,-0.299701,1.105484,9.914063,0.065057,-0.07926,-0.094837
1,-0.29072800000000004,1.099502,9.917652,0.065515,-0.078191,-0.096211
1,-0.297308,1.108475,9.922438,0.063377,-0.077122,-0.09514199999999999
1,-0.304487,1.098306,9.940982,0.061545,-0.079718,-0.09437899999999999
1,-0.29192399999999996,1.11027,9.918849,0.063835,-0.077427,-0.09453099999999999
1,-0.288933,1.103689,9.917652,0.063988,-0.078038,-0.094684
1,-0.305683,1.101895,9.934402,0.064141,-0.077885,-0.094837
1,-0.301496,1.101297,9.930813,0.06490399999999999,-0.07926,-0.09498999999999999
1,-0.30089699999999997,1.094716,9.940982,0.06627899999999999,-0.077427,-0.09437899999999999
1,-0.298505,1.099502,9.946964,0.064752,-0.07696900000000001,-0.09376799999999999
1,-0.297906,1.104886,9.918849,0.065363,-0.07910700000000001,-0.096822
1,-0.30688000000000004,1.105484,9.925428,0.064446,-0.077885,-0.095448
1,-0.28773699999999997,1.092922,9.935597,0.064141,-0.076816,-0.09498999999999999
1,-0.294915,1.11027,9.929018,0.065363,-0.077274,-0.093462
1,-0.288335,1.114457,9.908679,0.064446,-0.078802,-0.09514199999999999
1,-0.305085,1.109073,9.931410000000001,0.064752,-0.077885,-0.09437899999999999
1,-0.278764,1.103689,9.933205000000001,0.065363,-0.078191,-0.095295
1,-0.29072800000000004,1.101297,9.949955000000001,0.065515,-0.078038,-0.094837
1,-0.298505,1.1096709999999999,9.974482,0.064446,-0.078038,-0.095448
1,-0.297308,1.106082,9.932607,0.065057,-0.07773300000000001,-0.094684
1,-0.296112,1.098306,9.925428,0.063683,-0.076205,-0.095295
1,-0.30388899999999996,1.107877,9.932008999999999,0.065057,-0.076053,-0.09590599999999999
1,-0.280558,1.1072790000000001,9.945767,0.06352999999999999,-0.078038,-0.09514199999999999
1,-0.29132600000000003,1.103091,9.943375,0.063683,-0.075442,-0.093157
1,-0.29013,1.109073,9.937392,0.064294,-0.07773300000000001,-0.094073
1,-0.30209400000000003,1.112662,9.939186999999999,0.063835,-0.073762,-0.09453099999999999
1,-0.294317,1.1096709999999999,9.952947,0.064141,-0.078038,-0.09498999999999999
1,-0.298505,1.106082,9.923634,0.063683,-0.079565,-0.095448
1,-0.284746,1.11027,9.929018,0.065363,-0.077885,-0.094226
1,-0.294317,1.106082,9.939785,0.064141,-0.077122,-0.09300399999999999
1,-0.30089699999999997,1.109073,9.935,0.06521,-0.078191,-0.09453099999999999
1,-0.29013,1.11027,9.947562,0.06352999999999999,-0.078954,-0.09514199999999999
1,-0.287139,1.107877,9.931410000000001,0.06627899999999999,-0.081245,-0.09575299999999999
1,-0.288933,1.108475,9.906884,0.06490399999999999,-0.077122,-0.096211
1,-0.30209400000000003,1.111466,9.932008999999999,0.064294,-0.07910700000000001,-0.09376799999999999
1,-0.30209400000000003,1.1096709999999999,9.931410000000001,0.062308,-0.077274,-0.09376799999999999
1,-0.29132600000000003,1.110868,9.909277000000001,0.064446,-0.080329,-0.096975
1,-0.30329,1.11685,9.903893,0.065057,-0.078954,-0.093462
1,-0.293121,1.11027,9.903893,0.064294,-0.07773300000000001,-0.094226
1,-0.288933,1.108475,9.906884,0.063683,-0.079565,-0.093157
1,-0.29671,1.1072790000000001,9.906884,0.064752,-0.076816,-0.093921
1,-0.298505,1.104288,9.924232,0.06521,-0.078954,-0.096211
1,-0.302692,1.124627,9.949356,0.063835,-0.073151,-0.095295
1,-0.279362,1.094716,9.893724,0.064446,-0.07773300000000001,-0.095448
1,-0.269791,1.106082,9.911071000000002,0.063225,-0.084605,-0.09514199999999999
1,-0.311665,1.101297,9.903295,0.064294,-0.07849600000000001,-0.0956
1,-0.29192399999999996,1.117448,9.903295,0.06521,-0.076664,-0.094684
1,-0.267398,1.1072790000000001,9.869796000000001,0.063835,-0.081092,-0.094073
1,-0.294915,1.113261,9.914661,0.06352999999999999,-0.078802,-0.09575299999999999
1,-0.302692,1.098306,9.904491,0.064141,-0.07849600000000001,-0.093921
1,-0.294915,1.101297,9.926026,0.06566799999999999,-0.07926,-0.09498999999999999
1,-0.295514,1.104288,9.935597,0.06566799999999999,-0.076205,-0.093921
1,-0.30209400000000003,1.1066799999999999,9.911071000000002,0.064599,-0.077274,-0.09453099999999999
1,-0.298505,1.107877,9.916455000000001,0.063683,-0.07910700000000001,-0.096059
1,-0.284746,1.100698,9.914063,0.063835,-0.07773300000000001,-0.09498999999999999
1,-0.288335,1.101297,9.929018,0.064599,-0.076053,-0.095448
1,-0.29671,1.1072790000000001,9.884152,0.063835,-0.080481,-0.094684
1,-0.29072800000000004,1.110868,9.911071000000002,0.063683,-0.079412,-0.093921
1,-0.29192399999999996,1.110868,9.897312,0.06490399999999999,-0.07849600000000001,-0.094837
1,-0.288933,1.104886,9.90808,0.063683,-0.078038,-0.094073
1,-0.30089699999999997,1.107877,9.932008999999999,0.063377,-0.076664,-0.094073
1,-0.305683,1.102493,9.930813,0.06627899999999999,-0.079565,-0.09453099999999999
1,-0.296112,1.105484,9.929616000000001,0.063988,-0.079412,-0.096364
1,-0.297308,1.117448,9.919446,0.065821,-0.07773300000000001,-0.094226
1,-0.299103,1.114457,9.942178,0.064141,-0.076511,-0.09437899999999999
1,-0.29072800000000004,1.096511,9.892528,0.064752,-0.079871,-0.096669
1,-0.30628099999999997,1.11027,9.938589,0.06521,-0.07635800000000001,-0.09498999999999999
1,-0.289532,1.0971090000000001,9.913464999999999,0.064752,-0.07758,-0.094073
1,-0.308076,1.105484,9.937392,0.06566799999999999,-0.07926,-0.096059
1,-0.309272,1.101895,9.93799,0.062766,-0.07926,-0.096364
1,-0.293121,1.101297,9.930214,0.064752,-0.07773300000000001,-0.09575299999999999
1,-0.297308,1.112064,9.942777,0.064599,-0.077122,-0.093615
1,-0.284148,1.095913,9.912867,0.064294,-0.078343,-0.09498999999999999
1,-0.286541,1.1180459999999999,9.915258,0.06566799999999999,-0.080481,-0.095295
1,-0.30388899999999996,1.105484,9.920643,0.066737,-0.07926,-0.095295
1,-0.293121,1.103689,9.936794,0.062614,-0.07223500000000001,-0.092088
1,-0.294915,1.092324,9.948758999999999,0.064141,-0.07758,-0.094073
1,-0.293121,1.107877,9.934402,0.064141,-0.077122,-0.09437899999999999
1,-0.28594200000000003,1.117448,9.925428,0.063377,-0.081398,-0.094684
1,-0.294317,1.101297,9.924232,0.065363,-0.079412,-0.096211
1,-0.304487,1.105484,9.94158,0.06490399999999999,-0.07926,-0.09590599999999999
1,-0.297906,1.098904,9.949356,0.063683,-0.077122,-0.093615
1,-0.294317,1.094716,9.92483,0.064294,-0.080481,-0.09590599999999999
1,-0.298505,1.1156540000000001,9.934402,0.064599,-0.079565,-0.095295
1,-0.284148,1.113859,9.927821,0.065515,-0.077274,-0.09437899999999999
1,-0.293121,1.108475,9.933803,0.064752,-0.077122,-0.091935
1,-0.304487,1.104886,9.936196,0.064141,-0.076511,-0.094073
1,-0.293121,1.1096709999999999,9.925428,0.063377,-0.077274,-0.093157
1,-0.292523,1.102493,9.929616000000001,0.06352999999999999,-0.07758,-0.092546
1,-0.284746,1.1001,9.916455000000001,0.064294,-0.07910700000000001,-0.09453099999999999
1,-0.29192399999999996,1.100698,9.92483,0.063683,-0.082467,-0.09514199999999999
1,-0.29013,1.103689,9.926625,0.063377,-0.077122,-0.092699
1,-0.285344,1.116252,9.92184,0.064599,-0.07758,-0.09498999999999999
1,-0.293719,1.097707,9.94158,0.064599,-0.078343,-0.09453099999999999
1,-0.30209400000000003,1.1066799999999999,9.917053999999998,0.06521,-0.07773300000000001,-0.09514199999999999
1,-0.294915,1.114457,9.909277000000001,0.064752,-0.07696900000000001,-0.09575299999999999
1,-0.29072800000000004,1.103091,9.928419,0.065057,-0.07926,-0.094684
1,-0.297308,1.1066799999999999,9.938589,0.063835,-0.077427,-0.092852
1,-0.29671,1.105484,9.919446,0.063683,-0.079718,-0.09514199999999999
1,-0.294317,1.1066799999999999,9.92483,0.065515,-0.074526,-0.094226
1,-0.293121,1.11027,9.914661,0.065821,-0.07758,-0.095295
1,-0.292523,1.11027,9.928419,0.064752,-0.076205,-0.09437899999999999
1,-0.30089699999999997,1.121636,9.933205000000001,0.06566799999999999,-0.078038,-0.092546
1,-0.297308,1.113859,9.930214,0.064294,-0.07773300000000001,-0.09575299999999999
1,-0.294915,1.106082,9.933803,0.064599,-0.07635800000000001,-0.09498999999999999
1,-0.297906,1.110868,9.920044,0.06352999999999999,-0.081703,-0.095448
1,-0.30089699999999997,1.112662,9.932008999999999,0.064752,-0.07849600000000001,-0.095295
1,-0.277567,1.107877,9.920643,0.063683,-0.07849600000000001,-0.09498999999999999
1,-0.30089699999999997,1.138385,9.943375,0.06490399999999999,-0.083994,-0.09498999999999999
1,-0.30388899999999996,1.113859,9.926625,0.065057,-0.07101299999999999,-0.093921
1,-0.298505,1.11027,9.947562,0.063225,-0.07773300000000001,-0.094684
1,-0.300299,1.1096709999999999,9.943973,0.06521,-0.078954,-0.094684
1,-0.297308,1.106082,9.944572,0.064599,-0.073915,-0.093157
1,-0.293719,1.113261,9.915258,0.064599,-0.078649,-0.095295
1,-0.30089699999999997,1.112662,9.92483,0.065057,-0.078649,-0.09437899999999999
1,-0.29671,1.116252,9.936196,0.063988,-0.078191,-0.09514199999999999
1,-0.30089699999999997,1.099502,9.920643,0.063835,-0.080176,-0.09437899999999999
1,-0.311067,1.104288,9.938589,0.06352999999999999,-0.081245,-0.09453099999999999
1,-0.294317,1.110868,9.920643,0.063377,-0.078343,-0.093921
1,-0.30628099999999997,1.099502,9.926026,0.064141,-0.078954,-0.094226
1,-0.295514,1.112662,9.923036,0.06521,-0.076511,-0.09437899999999999
1,-0.305085,1.114457,9.937392,0.064446,-0.07559500000000001,-0.096059
1,-0.301496,1.097707,9.92184,0.064752,-0.07849600000000001,-0.092546
1,-0.298505,1.111466,9.936794,0.06521,-0.077427,-0.094837
1,-0.295514,1.111466,9.935597,0.064446,-0.081856,-0.09498999999999999
1,-0.299103,1.104886,9.925428,0.063988,-0.077885,-0.092852
1,-0.29192399999999996,1.097707,9.920044,0.06490399999999999,-0.080023,-0.09514199999999999
1,-0.286541,1.1096709999999999,9.915856,0.064141,-0.078343,-0.093921
1,-0.29192399999999996,1.095913,9.944572,0.064141,-0.078954,-0.096211
1,-0.29192399999999996,1.107877,9.942178,0.062308,-0.07926,-0.091783
1,-0.295514,1.105484,9.933205000000001,0.064752,-0.077427,-0.093921
1,-0.288335,1.096511,9.930813,0.065821,-0.077427,-0.094837
1,-0.302692,1.112662,9.936794,0.064599,-0.0759,-0.096211
1,-0.300299,1.109073,9.937392,0.064446,-0.07849600000000001,-0.0956
1,-0.296112,1.113859,9.933803,0.063683,-0.078649,-0.09514199999999999
1,-0.289532,1.108475,9.92483,0.063683,-0.080787,-0.09498999999999999
1,-0.287139,1.100698,9.929018,0.063683,-0.07910700000000001,-0.095448
1,-0.299103,1.112662,9.923634,0.06566799999999999,-0.079565,-0.0956
1,-0.295514,1.1066799999999999,9.961919,0.065057,-0.077885,-0.095295
1,-0.29072800000000004,1.096511,9.94158,0.064599,-0.07696900000000001,-0.094226
1,-0.29013,1.108475,9.922438,0.064599,-0.080329,-0.09498999999999999
1,-0.293121,1.101297,9.942178,0.064294,-0.076664,-0.094837
1,-0.294915,1.107877,9.946964,0.06352999999999999,-0.079871,-0.09590599999999999
1,-0.297308,1.117448,9.929616000000001,0.06490399999999999,-0.078343,-0.096059
1,-0.293719,1.109073,9.914063,0.066126,-0.0759,-0.094837
1,-0.273978,1.112064,9.887741,0.064294,-0.077885,-0.09453099999999999
1,-0.29072800000000004,1.11027,9.938589,0.064141,-0.07299800000000001,-0.09498999999999999
1,-0.27996,1.101297,9.920044,0.064599,-0.080023,-0.094226
1,-0.284148,1.111466,9.929018,0.064294,-0.079718,-0.09651699999999999
1,-0.30209400000000003,1.106082,9.932607,0.065821,-0.081092,-0.096059
1,-0.288335,1.1072790000000001,9.930214,0.064294,-0.07910700000000001,-0.094226
1,-0.281157,1.116252,9.913464999999999,0.06490399999999999,-0.080023,-0.09437899999999999
1,-0.29192399999999996,1.100698,9.926625,0.06627899999999999,-0.07910700000000001,-0.095295
1,-0.305683,1.110868,9.94158,0.063835,-0.077274,-0.092852
1,-0.296112,1.102493,9.948160000000001,0.065057,-0.079718,-0.09651699999999999
1,-0.293719,1.1180459999999999,9.91825,0.065057,-0.078343,-0.09437899999999999
1,-0.302692,1.1001,9.947562,0.064446,-0.07758,-0.094226
1,-0.293121,1.115055,9.926625,0.06490399999999999,-0.077885,-0.093462
1,-0.293719,1.114457,9.939186999999999,0.064294,-0.078191,-0.09300399999999999
1,-0.293719,1.104886,9.931410000000001,0.065363,-0.076511,-0.09453099999999999
1,-0.28773699999999997,1.103091,9.917652,0.064141,-0.081398,-0.097433
1,-0.296112,1.112064,9.952947,0.064752,-0.077274,-0.096059
1,-0.300299,1.113859,9.933803,0.064141,-0.076511,-0.09514199999999999
1,-0.282353,1.103689,9.913464999999999,0.063988,-0.080329,-0.094684
1,-0.297906,1.109073,9.925428,0.065057,-0.078954,-0.094684
1,-0.29132600000000003,1.113859,9.933205000000001,0.062766,-0.07773300000000001,-0.094684
1,-0.295514,1.113261,9.943375,0.060627999999999994,-0.087812,-0.09498999999999999
1,-0.293719,1.105484,9.944572,0.064599,-0.079565,-0.096364
1,-0.30329,1.1066799999999999,9.942178,0.064752,-0.076511,-0.09498999999999999
1,-0.31346,1.1156540000000001,9.987044000000001,0.064752,-0.073304,-0.0956
1,-0.295514,1.099502,9.909277000000001,0.063225,-0.076511,-0.094073
1,-0.275175,1.109073,9.921241,0.063835,-0.07849600000000001,-0.095295
